class,softmax_output,set
0,[0.9639226  0.03607741],train
0,[0.97061825 0.02938179],train
0,[0.9922781  0.00772184],train
0,[0.94821715 0.0517828 ],train
0,[0.998204   0.00179601],train
0,[0.9836473  0.01635272],train
0,[0.99018866 0.00981136],train
0,[0.99804354 0.00195645],train
0,[0.99735415 0.00264585],train
0,[0.99786276 0.00213728],train
0,[0.07117604 0.928824  ],train
0,[0.85311055 0.14688945],train
0,[0.9984553  0.00154476],train
1,[0.01172747 0.9882725 ],train
0,[0.99798703 0.00201296],train
0,[0.9953752  0.00462484],train
0,[0.9573532  0.04264681],train
0,[0.9785396 0.0214604],train
0,[9.9970692e-01 2.9304327e-04],train
0,[0.9902936  0.00970631],train
0,[0.98427063 0.0157294 ],train
0,[0.98825455 0.01174544],train
0,[0.99421656 0.00578341],train
0,[0.99759334 0.00240669],train
0,[0.97625786 0.02374216],train
0,[0.97828764 0.02171236],train
0,[0.9843933  0.01560663],train
0,[0.98455274 0.01544728],train
0,[0.30464938 0.69535065],train
0,[0.9930791  0.00692091],train
0,[0.99268746 0.00731257],train
0,[0.07307529 0.92692465],train
0,[0.99862456 0.00137541],train
0,[0.99857426 0.00142574],train
0,[0.99873286 0.0012672 ],train
0,[0.9960925  0.00390752],train
0,[0.9706617  0.02933832],train
0,[0.9938566  0.00614337],train
0,[9.999250e-01 7.498811e-05],train
0,[0.9831042  0.01689574],train
1,[0.00140298 0.99859697],train
0,[0.9980508  0.00194914],train
0,[9.9917406e-01 8.2596519e-04],train
0,[0.99638605 0.0036139 ],train
0,[9.9927038e-01 7.2958006e-04],train
0,[0.9822196  0.01778047],train
0,[9.9911016e-01 8.8987482e-04],train
0,[0.994578   0.00542203],train
0,[0.99060506 0.00939501],train
1,[0.01362337 0.9863766 ],train
0,[0.97911423 0.02088585],train
0,[0.9902739  0.00972612],train
0,[9.9971551e-01 2.8447865e-04],train
0,[4.8630758e-05 9.9995136e-01],train
0,[9.992606e-01 7.393837e-04],train
0,[9.9927503e-01 7.2492997e-04],train
0,[0.99513644 0.00486357],train
0,[0.9979577  0.00204225],train
0,[0.88589334 0.11410669],train
0,[0.9766227  0.02337732],train
0,[0.9964719  0.00352811],train
0,[0.9981055 0.0018945],train
0,[0.98138934 0.01861068],train
0,[0.9924273  0.00757263],train
0,[0.99564254 0.00435746],train
0,[9.995857e-01 4.143645e-04],train
0,[0.9975321  0.00246781],train
0,[0.99247885 0.00752108],train
0,[0.97176504 0.02823495],train
0,[0.96237916 0.03762079],train
0,[0.17571715 0.8242829 ],train
0,[0.20808037 0.7919196 ],train
0,[0.9978046  0.00219541],train
1,[0.9935713  0.00642875],train
1,[0.03918651 0.9608135 ],train
0,[0.9980896  0.00191042],train
0,[9.9992096e-01 7.9082602e-05],train
0,[0.9958454  0.00415466],train
0,[0.9983347  0.00166538],train
0,[0.9570218  0.04297817],train
0,[0.9924873  0.00751268],train
0,[0.97134125 0.02865875],train
0,[0.9339456  0.06605436],train
0,[0.9982291  0.00177096],train
1,[0.10397246 0.89602757],train
0,[0.9936858  0.00631422],train
0,[0.9975541  0.00244593],train
0,[0.8954856  0.10451445],train
0,[0.99689674 0.0031032 ],train
0,[0.31565797 0.684342  ],train
0,[0.9980883  0.00191163],train
0,[9.9944550e-01 5.5445824e-04],train
0,[0.98105913 0.0189408 ],train
0,[0.99840146 0.00159848],train
0,[0.9948738  0.00512618],train
0,[0.9149365  0.08506352],train
0,[0.8271833  0.17281671],train
0,[0.9258783  0.07412168],train
0,[0.94997436 0.05002561],train
0,[0.9605422  0.03945777],train
0,[0.9896492  0.01035077],train
0,[0.7365274  0.26347262],train
0,[0.98744535 0.01255461],train
0,[0.99840695 0.00159304],train
1,[0.32377732 0.6762226 ],train
0,[0.99109745 0.00890263],train
0,[9.9908495e-01 9.1501983e-04],train
0,[0.9904439  0.00955609],train
1,[0.08705674 0.91294324],train
0,[0.85909367 0.14090632],train
0,[0.99598    0.00401994],train
0,[0.7504464  0.24955364],train
0,[9.9966133e-01 3.3865348e-04],train
0,[0.9908502  0.00914988],train
0,[0.93982726 0.06017268],train
0,[0.9798583  0.02014172],train
0,[9.9978310e-01 2.1696504e-04],train
1,[0.07521893 0.9247811 ],train
0,[0.9967096  0.00329043],train
0,[0.9983165  0.00168348],train
0,[9.9974936e-01 2.5057682e-04],train
0,[0.9457349  0.05426512],train
0,[0.07201365 0.9279864 ],train
0,[9.9956399e-01 4.3598845e-04],train
0,[0.98979294 0.01020703],train
0,[0.97142696 0.02857307],train
0,[0.8243448  0.17565513],train
0,[9.9978489e-01 2.1517127e-04],train
0,[0.98595005 0.01404989],train
1,[0.00248418 0.9975158 ],train
0,[9.9912280e-01 8.7723124e-04],train
0,[9.9970657e-01 2.9343663e-04],train
0,[0.9983619  0.00163815],train
0,[0.20374933 0.7962507 ],train
0,[0.99241734 0.00758264],train
0,[0.97544724 0.02455284],train
0,[0.9957896  0.00421044],train
0,[0.89561266 0.10438737],train
0,[0.9693624  0.03063769],train
0,[9.9946910e-01 5.3097116e-04],train
0,[9.9979943e-01 2.0053114e-04],train
0,[0.96984494 0.03015508],train
0,[0.13712716 0.86287284],train
0,[0.9050835  0.09491652],train
0,[0.9923422 0.0076578],train
0,[0.99779654 0.00220347],train
0,[0.9854961  0.01450389],train
0,[9.996779e-01 3.221526e-04],train
0,[0.99514455 0.00485541],train
0,[0.98920804 0.01079189],train
0,[0.9721014  0.02789861],train
0,[9.991968e-01 8.031639e-04],train
0,[0.9948997  0.00510036],train
0,[0.9954146  0.00458534],train
0,[0.99036986 0.00963011],train
0,[9.9916470e-01 8.3525886e-04],train
0,[0.9888361  0.01116391],train
1,[0.0456568 0.9543432],train
0,[0.99018985 0.00981017],train
0,[0.9961004  0.00389959],train
0,[0.991565   0.00843507],train
0,[0.9967996  0.00320038],train
0,[9.9948186e-01 5.1814492e-04],train
1,[0.0769876 0.9230124],train
1,[0.01964154 0.9803585 ],train
0,[0.9882181  0.01178192],train
0,[0.3031091 0.6968909],train
0,[0.99883825 0.00116178],train
0,[0.98151994 0.01848014],train
0,[0.9968382  0.00316179],train
0,[0.8220607  0.17793928],train
0,[9.993561e-01 6.438914e-04],train
0,[0.99734724 0.0026528 ],train
0,[0.92490417 0.07509581],train
0,[0.98772323 0.01227677],train
1,[0.00885912 0.9911409 ],train
0,[0.99044365 0.00955639],train
0,[0.9901129  0.00988707],train
0,[0.95520407 0.04479589],train
0,[0.998379   0.00162095],train
0,[0.9924535  0.00754647],train
1,[0.19560868 0.8043913 ],train
0,[0.99776983 0.00223014],train
0,[9.9920815e-01 7.9183897e-04],train
0,[0.98536783 0.01463212],train
0,[9.993924e-01 6.076029e-04],train
0,[0.98821986 0.01178009],train
0,[0.9970995  0.00290054],train
0,[0.99676585 0.00323417],train
0,[0.99785113 0.00214885],train
0,[0.9893476  0.01065245],train
0,[0.98690075 0.01309925],train
0,[9.9965870e-01 3.4126767e-04],train
0,[0.98571825 0.01428175],train
0,[0.9881464  0.01185365],train
1,[0.24303581 0.75696415],train
0,[0.98556733 0.01443272],train
0,[0.48985186 0.5101481 ],train
0,[9.9967444e-01 3.2556773e-04],train
0,[0.99813926 0.00186074],train
0,[0.99884903 0.00115096],train
0,[0.96019906 0.03980095],train
0,[0.99169207 0.00830793],train
1,[7.4197556e-04 9.9925798e-01],train
0,[0.9971343  0.00286565],train
0,[0.8283125  0.17168754],train
1,[0.7880324  0.21196765],train
0,[0.996369   0.00363105],train
0,[0.9976699  0.00233016],train
0,[0.9863235  0.01367657],train
0,[0.9704442  0.02955583],train
0,[0.99528956 0.00471043],train
0,[0.98823583 0.01176416],train
1,[2.529178e-04 9.997471e-01],train
0,[0.41731474 0.5826853 ],train
0,[0.9977181  0.00228188],train
1,[0.02230613 0.9776939 ],train
0,[0.90379834 0.09620162],train
0,[0.9824746  0.01752535],train
0,[0.9815802  0.01841974],train
0,[0.13089345 0.8691066 ],train
0,[0.9965913  0.00340868],train
0,[9.9975950e-01 2.4045113e-04],train
0,[0.99493057 0.00506936],train
1,[0.08727619 0.9127238 ],train
1,[0.0516005  0.94839954],train
0,[0.9977241  0.00227592],train
0,[0.9537099  0.04629007],train
0,[0.9984415  0.00155854],train
0,[0.8586511  0.14134891],train
0,[0.99583423 0.00416575],train
0,[0.18890682 0.8110932 ],train
0,[0.96904516 0.03095488],train
0,[0.9973289  0.00267109],train
0,[0.0397648 0.9602352],train
0,[0.9951574  0.00484254],train
0,[0.99706906 0.00293091],train
0,[0.9051041  0.09489585],train
0,[0.9845392  0.01546079],train
0,[0.99816656 0.00183342],train
0,[0.9921989  0.00780115],train
0,[9.9901545e-01 9.8458899e-04],train
0,[9.9986219e-01 1.3777189e-04],train
0,[9.992393e-01 7.607298e-04],train
1,[0.43051144 0.5694886 ],train
0,[0.99790394 0.00209603],train
0,[0.9468082  0.05319174],train
0,[0.98934376 0.0106563 ],train
1,[0.02091764 0.97908235],train
0,[9.9976355e-01 2.3641267e-04],train
0,[0.9606456  0.03935437],train
0,[0.9980254  0.00197459],train
0,[9.9914813e-01 8.5180294e-04],train
0,[0.9976083  0.00239166],train
0,[0.99452907 0.00547098],train
0,[0.995983   0.00401706],train
0,[0.9457864  0.05421364],train
1,[0.00720764 0.99279237],train
0,[0.9926373  0.00736276],train
0,[9.9927217e-01 7.2784955e-04],train
0,[9.9936908e-01 6.3097576e-04],train
1,[0.00278178 0.99721825],train
0,[0.9908274  0.00917265],train
0,[0.6559171 0.3440829],train
0,[0.9790677  0.02093232],train
0,[0.98785585 0.01214418],train
0,[0.99868125 0.00131878],train
0,[9.9987411e-01 1.2584889e-04],train
0,[0.8948384  0.10516156],train
0,[0.9763982  0.02360176],train
0,[9.991190e-01 8.809759e-04],train
0,[0.99437284 0.00562716],train
0,[0.9953662  0.00463381],train
0,[9.9905795e-01 9.4200543e-04],train
0,[9.9945849e-01 5.4152927e-04],train
1,[0.06593312 0.9340669 ],train
0,[0.99863654 0.00136344],train
0,[0.98833114 0.01166889],train
0,[0.9922955  0.00770446],train
0,[0.99729013 0.00270991],train
0,[0.9974716 0.0025284],train
0,[0.99746966 0.00253037],train
0,[0.99693453 0.00306541],train
0,[0.98492104 0.01507899],train
0,[0.9778581 0.0221418],train
0,[0.9560546  0.04394536],train
0,[0.99652195 0.00347813],train
0,[9.991424e-01 8.575300e-04],train
0,[0.9848296  0.01517041],train
0,[0.996259   0.00374107],train
0,[0.99007696 0.00992306],train
0,[0.5215282  0.47847176],train
0,[0.9923862  0.00761376],train
0,[0.98912406 0.01087587],train
0,[0.99537694 0.00462307],train
0,[0.99873227 0.00126779],train
0,[0.66633195 0.33366805],train
0,[0.99202114 0.00797883],train
0,[0.99418044 0.00581957],train
0,[0.99653244 0.0034675 ],train
0,[0.00796695 0.99203306],train
0,[0.9986607  0.00133931],train
0,[0.99730206 0.00269786],train
0,[0.97914577 0.02085424],train
1,[0.00694208 0.99305797],train
0,[0.97572905 0.02427094],train
0,[9.990683e-01 9.316670e-04],train
0,[9.993894e-01 6.106194e-04],train
0,[0.99484444 0.00515552],train
1,[0.00119235 0.99880767],train
0,[9.9922299e-01 7.7694014e-04],train
1,[0.11808587 0.8819141 ],train
0,[0.9978096  0.00219046],train
0,[0.9978806  0.00211948],train
1,[0.01296029 0.98703974],train
0,[0.9437807  0.05621924],train
0,[0.9976653  0.00233473],train
0,[0.99813443 0.00186562],train
0,[0.992058  0.0079421],train
0,[0.9641422  0.03585784],train
0,[0.9982957  0.00170431],train
0,[0.9971534  0.00284663],train
0,[0.98912865 0.01087132],train
0,[0.9711817  0.02881834],train
0,[9.9903178e-01 9.6828723e-04],train
0,[0.9988581  0.00114194],train
0,[9.9974674e-01 2.5322204e-04],train
0,[9.9939954e-01 6.0044648e-04],train
0,[0.9235485  0.07645146],train
0,[0.9677931  0.03220686],train
0,[0.953448   0.04655202],train
0,[9.9946719e-01 5.3276884e-04],train
1,[0.02719375 0.97280633],train
0,[0.9947437  0.00525633],train
0,[0.5308415 0.4691585],train
0,[0.9974909  0.00250913],train
0,[0.9814539  0.01854618],train
1,[0.01222827 0.98777175],train
0,[9.9935204e-01 6.4796238e-04],train
0,[0.99552685 0.0044731 ],train
0,[0.99844885 0.00155116],train
0,[0.9983487  0.00165128],train
0,[0.8302986  0.16970143],train
0,[0.9975163  0.00248371],train
0,[0.9907369  0.00926304],train
0,[9.9924892e-01 7.5107015e-04],train
0,[0.99597824 0.00402178],train
0,[9.995216e-01 4.784270e-04],train
0,[0.9868002  0.01319978],train
0,[0.98672384 0.01327619],train
0,[0.99254507 0.00745493],train
0,[0.97377986 0.02622015],train
0,[9.9959558e-01 4.0443524e-04],train
1,[0.02595143 0.9740486 ],train
0,[9.9973541e-01 2.6452294e-04],train
0,[9.9978393e-01 2.1604083e-04],train
0,[0.9982951  0.00170487],train
1,[0.6223469  0.37765312],train
0,[0.9840619  0.01593815],train
0,[0.99112767 0.00887241],train
0,[0.99788314 0.00211684],train
0,[0.9960162  0.00398381],train
0,[0.8392179  0.16078208],train
0,[0.99830353 0.00169645],train
0,[0.9923706  0.00762938],train
0,[9.996215e-01 3.785109e-04],train
0,[0.98869765 0.01130236],train
0,[0.99394    0.00605996],train
0,[0.98533577 0.01466425],train
0,[9.996846e-01 3.154044e-04],train
0,[9.9972123e-01 2.7879438e-04],train
1,[0.00680563 0.99319434],train
0,[0.99319553 0.00680444],train
0,[0.99612254 0.00387744],train
0,[0.9981823  0.00181774],train
0,[0.99395144 0.00604856],train
0,[9.9958473e-01 4.1533023e-04],train
0,[0.9859839  0.01401612],train
0,[0.9977915  0.00220846],train
0,[0.98551047 0.01448955],train
0,[9.9998176e-01 1.8249528e-05],train
0,[0.9984401  0.00155996],train
0,[0.99605954 0.0039405 ],train
0,[0.00312241 0.99687755],train
0,[0.9946656  0.00533437],train
0,[9.9922085e-01 7.7910203e-04],train
0,[0.83672506 0.16327491],train
0,[0.9857912  0.01420882],train
0,[0.99372005 0.00627998],train
0,[0.98915625 0.01084375],train
0,[0.99661344 0.00338658],train
0,[0.9937761  0.00622396],train
0,[0.98302734 0.01697265],train
0,[0.99598074 0.00401921],train
0,[0.9974331  0.00256689],train
0,[0.9826233  0.01737671],train
1,[0.00707214 0.99292785],train
0,[0.7909229  0.20907712],train
0,[0.99871886 0.00128117],train
0,[0.99115413 0.00884585],train
0,[0.9943684  0.00563159],train
0,[0.98411196 0.01588797],train
0,[0.99830794 0.0016921 ],train
0,[0.8865234  0.11347659],train
0,[0.9948047  0.00519532],train
0,[0.9911981  0.00880185],train
0,[0.99513704 0.00486294],train
0,[9.9901605e-01 9.8396582e-04],train
0,[0.9700874  0.02991253],train
0,[0.09677534 0.9032247 ],train
0,[9.993013e-01 6.986717e-04],train
0,[0.9945041  0.00549599],train
0,[0.6114222  0.38857782],train
0,[0.96764296 0.032357  ],train
0,[0.99829143 0.00170859],train
0,[9.992586e-01 7.414136e-04],train
0,[0.9961681  0.00383185],train
0,[0.97927    0.02072995],train
0,[0.8172918  0.18270822],train
0,[0.988912   0.01108799],train
0,[0.8137635  0.18623643],train
1,[0.09445079 0.9055492 ],train
1,[0.36307108 0.63692886],train
0,[0.9906669  0.00933308],train
0,[0.40317848 0.5968215 ],train
0,[0.4413312  0.55866873],train
0,[0.9976125  0.00238754],train
0,[0.92034227 0.07965773],train
0,[0.99822575 0.0017743 ],train
0,[0.99799275 0.00200729],train
0,[0.9935095  0.00649047],train
0,[0.9828734  0.01712661],train
0,[0.9984257  0.00157428],train
0,[0.9699903  0.03000968],train
0,[0.9783223 0.0216777],train
0,[0.9638832  0.03611678],train
0,[0.65110433 0.34889567],train
0,[0.9838792  0.01612084],train
0,[0.99865294 0.00134701],train
0,[0.65363115 0.34636888],train
0,[0.97768456 0.02231538],train
0,[0.95501673 0.04498325],train
0,[9.9974388e-01 2.5615902e-04],train
0,[0.9817598  0.01824027],train
0,[0.85869074 0.14130934],train
0,[0.99792373 0.00207621],train
0,[9.9956065e-01 4.3930698e-04],train
0,[0.9845574  0.01544261],train
0,[9.992619e-01 7.380310e-04],train
0,[0.96511614 0.03488386],train
0,[0.9987159  0.00128413],train
1,[0.02172995 0.97827005],train
1,[0.0061966 0.9938034],train
1,[0.00181869 0.99818134],train
0,[0.99146724 0.00853278],train
0,[0.01344191 0.98655814],train
0,[0.96918845 0.03081161],train
0,[9.990363e-01 9.636602e-04],train
1,[0.12146144 0.8785386 ],train
0,[9.994106e-01 5.893309e-04],train
0,[0.9978898  0.00211016],train
0,[0.98799044 0.01200958],train
0,[0.9987197  0.00128032],train
0,[9.9930167e-01 6.9830025e-04],train
0,[0.99267286 0.00732714],train
0,[0.98680854 0.01319148],train
1,[0.763734 0.236266],train
0,[0.9790294 0.0209706],train
1,[0.11739159 0.8826084 ],train
0,[0.99378806 0.0062119 ],train
1,[0.23789284 0.76210713],train
0,[9.99892473e-01 1.07527005e-04],train
0,[9.991352e-01 8.648479e-04],train
1,[1.13687696e-04 9.99886274e-01],train
0,[9.9971539e-01 2.8464413e-04],train
0,[0.37077284 0.62922716],train
0,[0.997825   0.00217503],train
1,[0.00190708 0.99809295],train
1,[0.00487934 0.9951206 ],train
0,[0.9765844  0.02341564],train
1,[0.81265134 0.18734865],train
0,[0.983932   0.01606799],train
0,[0.95493877 0.0450612 ],train
0,[0.9980129 0.0019871],train
0,[0.98432285 0.01567713],train
0,[0.51877165 0.48122838],train
0,[0.9958033  0.00419669],train
0,[0.9986124  0.00138759],train
0,[0.9698728  0.03012719],train
0,[0.9525805  0.04741945],train
0,[9.9974638e-01 2.5357015e-04],train
0,[0.99817777 0.00182227],train
0,[0.99717253 0.00282753],train
0,[0.18283664 0.8171634 ],train
0,[0.99024385 0.00975615],train
0,[0.9986363  0.00136371],train
0,[0.8275738  0.17242624],train
0,[9.9973732e-01 2.6262915e-04],train
0,[0.9909184  0.00908161],train
0,[0.9532013  0.04679873],train
0,[0.99808264 0.00191732],train
0,[0.9851362  0.01486382],train
0,[0.9983798  0.00162011],train
0,[0.9884609  0.01153914],train
0,[0.9953999  0.00460008],train
0,[0.9895135 0.0104865],train
0,[0.9987596  0.00124034],train
0,[0.9383622  0.06163779],train
0,[0.9940276  0.00597234],train
0,[9.990717e-01 9.282495e-04],train
0,[0.99327385 0.00672618],train
0,[9.994025e-01 5.974794e-04],train
0,[0.98994386 0.01005619],train
0,[0.9964001  0.00359992],train
0,[0.9955581  0.00444191],train
0,[0.9971641  0.00283597],train
0,[9.9978238e-01 2.1761723e-04],train
0,[0.9988458  0.00115421],train
0,[0.9961045  0.00389549],train
0,[0.9793962  0.02060381],train
0,[9.991003e-01 8.996971e-04],train
0,[0.99465865 0.00534139],train
0,[9.9944705e-01 5.5295037e-04],train
0,[9.9951577e-01 4.8423107e-04],train
0,[0.99888283 0.00111717],train
0,[0.9982261  0.00177385],train
0,[0.99845994 0.00154004],train
0,[0.9229389  0.07706112],train
0,[0.8968482  0.10315178],train
0,[0.944618 0.055382],train
0,[0.99862933 0.00137075],train
0,[0.9965867  0.00341331],train
0,[0.9518422 0.0481578],train
0,[0.9985494  0.00145063],train
0,[0.99860185 0.00139812],train
0,[0.9971842  0.00281574],train
0,[0.95501506 0.04498489],train
0,[0.95902544 0.04097455],train
0,[0.99565804 0.00434199],train
0,[9.9925798e-01 7.4198196e-04],train
0,[0.2503968 0.7496032],train
0,[0.9938899  0.00611004],train
0,[0.9952968  0.00470317],train
0,[9.9979073e-01 2.0928279e-04],train
0,[0.9717097  0.02829025],train
0,[0.99612266 0.00387729],train
0,[0.7682884  0.23171164],train
0,[0.9983752 0.0016248],train
0,[9.9937707e-01 6.2291644e-04],train
0,[0.9939726  0.00602736],train
0,[0.9984666  0.00153341],train
0,[9.9932337e-01 6.7669037e-04],train
1,[0.0155701  0.98442996],train
0,[0.9978719  0.00212814],train
1,[0.24068607 0.75931394],train
0,[9.9962234e-01 3.7759202e-04],train
0,[9.995383e-01 4.617011e-04],train
0,[0.9767766 0.0232234],train
0,[9.9937683e-01 6.2324101e-04],train
0,[0.9808482  0.01915187],train
0,[9.9960428e-01 3.9574192e-04],train
0,[9.9939203e-01 6.0797360e-04],train
0,[9.9986422e-01 1.3575799e-04],train
0,[0.99327    0.00672999],train
0,[0.98349947 0.01650056],train
0,[0.98787296 0.01212711],train
0,[0.99846137 0.00153867],train
0,[0.98320967 0.01679037],train
0,[0.9668752  0.03312488],train
0,[0.9390887  0.06091125],train
1,[0.0777132 0.9222868],train
0,[0.98922545 0.0107746 ],train
0,[0.9175302  0.08246982],train
0,[9.9944860e-01 5.5144064e-04],train
0,[0.9693765  0.03062357],train
0,[0.9987445  0.00125551],train
0,[0.99752885 0.00247119],train
0,[0.99647325 0.0035267 ],train
0,[0.9957488  0.00425124],train
1,[0.17269261 0.82730734],train
0,[0.99697435 0.00302562],train
0,[9.9954247e-01 4.5759918e-04],train
0,[0.9988471  0.00115288],train
0,[0.9983317  0.00166833],train
0,[0.08262827 0.9173717 ],train
0,[0.996136  0.0038639],train
0,[0.9873525  0.01264751],train
0,[0.9604687  0.03953125],train
0,[0.99668366 0.00331628],train
0,[0.9961152  0.00388473],train
0,[0.6153293  0.38467067],train
0,[0.20538111 0.7946189 ],train
0,[9.996660e-01 3.340884e-04],train
0,[0.99043864 0.00956144],train
0,[0.9923543 0.0076457],train
0,[0.99170154 0.00829843],train
0,[0.9809879  0.01901212],train
0,[0.9926878  0.00731218],train
0,[0.9927603 0.0072397],train
0,[0.6302258  0.36977422],train
0,[0.9857654 0.0142346],train
1,[0.00289337 0.9971066 ],train
0,[9.994536e-01 5.464171e-04],train
0,[0.96736634 0.03263374],train
1,[0.01816251 0.98183745],train
0,[0.9950186  0.00498142],train
0,[0.99813974 0.00186021],train
0,[9.990772e-01 9.227550e-04],train
1,[0.07910096 0.9208991 ],train
0,[0.9818363  0.01816373],train
0,[0.9946213  0.00537869],train
0,[0.995109 0.004891],train
0,[0.9978028  0.00219721],train
0,[9.9957842e-01 4.2161145e-04],train
0,[0.99859005 0.00140992],train
0,[0.57568216 0.4243178 ],train
0,[0.9981091  0.00189088],train
0,[9.9962020e-01 3.7975132e-04],train
0,[0.9839302  0.01606982],train
0,[0.83008283 0.1699171 ],train
0,[0.9821378 0.0178622],train
0,[0.9970823  0.00291774],train
0,[0.9728606  0.02713947],train
0,[9.9956745e-01 4.3248385e-04],train
0,[0.9929421  0.00705797],train
0,[0.9910705  0.00892945],train
0,[9.9915993e-01 8.4006967e-04],train
0,[0.99660957 0.00339047],train
0,[0.996099   0.00390096],train
0,[0.9953424  0.00465769],train
0,[0.14455225 0.85544777],train
0,[0.968635   0.03136501],train
0,[0.9966493  0.00335063],train
0,[0.94646156 0.05353848],train
0,[9.9906570e-01 9.3429117e-04],train
0,[0.9279928  0.07200716],train
1,[0.27430856 0.7256914 ],train
0,[0.98279935 0.01720063],train
0,[0.9832792  0.01672072],train
0,[0.97974557 0.02025444],train
0,[9.9908447e-01 9.1556454e-04],train
0,[0.7443212 0.2556788],train
0,[0.9984806 0.0015194],train
0,[0.9098604  0.09013963],train
0,[0.9824164  0.01758366],train
0,[0.9961498  0.00385022],train
0,[0.9743832  0.02561684],train
0,[0.99799806 0.00200198],train
0,[0.9982735  0.00172649],train
0,[0.99494016 0.00505982],train
0,[0.97533506 0.02466496],train
0,[0.9988943  0.00110576],train
0,[9.9984312e-01 1.5687374e-04],train
0,[0.98421776 0.01578227],train
0,[0.99790156 0.00209845],train
0,[0.99863786 0.0013621 ],train
1,[0.00165756 0.9983424 ],train
0,[9.995665e-01 4.335505e-04],train
0,[9.991529e-01 8.471411e-04],train
0,[0.9989692  0.00103082],train
0,[0.99300957 0.00699043],train
0,[0.99879956 0.00120038],train
0,[0.98893636 0.01106371],train
0,[0.945294   0.05470603],train
0,[0.9027361  0.09726384],train
0,[0.92467916 0.07532089],train
0,[9.9969530e-01 3.0475477e-04],train
0,[0.8952491  0.10475083],train
1,[0.00900887 0.9909911 ],train
0,[0.9142648  0.08573525],train
0,[0.9920616  0.00793837],train
0,[0.9980148  0.00198515],train
0,[0.85663986 0.14336015],train
0,[9.9986136e-01 1.3857374e-04],train
1,[0.00472288 0.99527717],train
0,[0.9961778  0.00382215],train
0,[0.9964083  0.00359169],train
0,[0.9626713  0.03732865],train
0,[0.9983083  0.00169168],train
0,[0.99720865 0.00279137],train
0,[0.99883467 0.00116533],train
0,[0.97713125 0.02286883],train
0,[0.9506176  0.04938246],train
0,[9.9983752e-01 1.6251435e-04],train
0,[0.99799925 0.00200071],train
0,[0.9953354  0.00466458],train
0,[9.9931121e-01 6.8876555e-04],train
0,[0.95713    0.04286999],train
0,[0.98688644 0.01311354],train
0,[0.14100204 0.85899794],train
0,[9.9909675e-01 9.0323330e-04],train
0,[0.9989034  0.00109665],train
0,[0.9976145  0.00238556],train
0,[0.92226803 0.077732  ],train
0,[0.9957526  0.00424738],train
0,[0.9989427  0.00105732],train
1,[0.02416114 0.9758388 ],train
1,[0.00168083 0.9983191 ],train
0,[0.99832696 0.001673  ],train
0,[0.99545527 0.00454471],train
0,[0.99335915 0.00664091],train
0,[0.9989813  0.00101863],train
0,[0.9785484  0.02145167],train
0,[9.991554e-01 8.445788e-04],train
0,[0.9929075  0.00709244],train
0,[0.9688712  0.03112885],train
0,[0.99282104 0.00717893],train
0,[0.9899884  0.01001165],train
0,[9.9960238e-01 3.9766057e-04],train
0,[9.9923277e-01 7.6728809e-04],train
0,[0.9989397 0.0010603],train
0,[0.57688236 0.42311764],train
0,[0.99732673 0.00267325],train
0,[0.989331   0.01066893],train
0,[0.99481237 0.00518765],train
0,[0.9937395  0.00626059],train
0,[9.9913883e-01 8.6110533e-04],train
0,[0.9987092  0.00129075],train
0,[0.8765306  0.12346942],train
0,[0.9955771  0.00442293],train
1,[0.46626735 0.53373265],train
0,[0.9936605  0.00633957],train
0,[0.9921388  0.00786119],train
1,[0.05193383 0.9480662 ],train
0,[9.9966514e-01 3.3486643e-04],train
0,[0.98887455 0.0111255 ],train
0,[0.9694905 0.0305094],train
0,[0.99652267 0.00347731],train
0,[0.9891216  0.01087836],train
0,[0.09429123 0.9057088 ],train
0,[0.9938321  0.00616793],train
1,[0.3390157  0.66098434],train
0,[0.991484   0.00851605],train
1,[0.04312352 0.9568765 ],train
0,[0.9949898  0.00501019],train
0,[0.99889475 0.00110532],train
0,[0.3374445  0.66255546],train
0,[9.9940741e-01 5.9257407e-04],train
0,[0.99048704 0.00951296],train
0,[9.9935025e-01 6.4970687e-04],train
0,[0.97145444 0.02854554],train
0,[0.9190074  0.08099259],train
0,[0.99759597 0.00240398],train
0,[0.99234045 0.00765955],train
0,[0.9981019  0.00189815],train
0,[0.55235916 0.44764087],train
0,[0.998264   0.00173597],train
0,[9.9975926e-01 2.4072845e-04],train
0,[9.9969471e-01 3.0529563e-04],train
0,[0.9981477  0.00185227],train
1,[0.27778035 0.7222196 ],train
0,[0.9967237  0.00327635],train
0,[0.99623054 0.00376948],train
0,[0.9969222  0.00307783],train
0,[0.9955521  0.00444785],train
0,[0.9852481  0.01475195],train
0,[0.9953863 0.0046137],train
0,[9.9995124e-01 4.8771570e-05],train
0,[0.9988432  0.00115678],train
0,[0.96620744 0.03379256],train
0,[0.9987085  0.00129156],train
0,[0.9961293 0.0038707],train
0,[0.9989587  0.00104128],train
0,[9.9942076e-01 5.7923200e-04],train
0,[0.9972307 0.0027693],train
0,[9.9962091e-01 3.7905306e-04],train
0,[0.9965699  0.00343016],train
0,[0.98785    0.01214995],train
0,[0.00402802 0.995972  ],train
0,[0.99128646 0.0087135 ],train
0,[0.9949556  0.00504437],train
0,[0.9971365  0.00286354],train
0,[0.95279247 0.04720746],train
0,[0.9984952  0.00150474],train
0,[0.98796684 0.01203312],train
