class,predictions,softmax_output,sigmoid_output,set
0,[ 3.2299073 -2.898513 ],[0.9978248  0.00217528],[0.9619444  0.05222711],validation
1,[-2.8570216  2.0998976],[0.00698543 0.9930146 ],[0.05431949 0.8908932 ],validation
0,[ 3.4185097 -3.7896464],[9.9926001e-01 7.3997333e-04],[0.96827805 0.02210397],validation
0,[ 1.5929958 -2.2522638],[0.97906667 0.02093328],[0.83103716 0.09515437],validation
0,[ 0.7461276 -1.7229075],[0.92194235 0.07805764],[0.67833436 0.15149702],validation
0,[ 1.211268 -2.959147],[0.98478913 0.01521091],[0.77052325 0.04930598],validation
0,[ 2.423032 -3.434973],[0.9971512 0.0028488],[0.9185669  0.03122017],validation
0,[ 3.0972497 -3.6398222],[0.9988153  0.00118471],[0.9567791  0.02558522],validation
0,[ 3.6447687 -4.055765 ],[9.9954754e-01 4.5238071e-04],[0.9745378  0.01702727],validation
0,[ 2.7854807 -3.5835137],[0.99828905 0.00171095],[0.9418862  0.02702716],validation
1,[ 1.0063674 -1.9466721],[0.9504069  0.04959304],[0.7323086  0.12491668],validation
0,[ 2.90544  -3.065511],[0.9974547  0.00254532],[0.9481147  0.04455252],validation
0,[ 3.113434  -4.3693485],[9.9943763e-01 5.6237320e-04],[0.95744354 0.01250123],validation
0,[ 1.9494711 -1.8619977],[0.9783628  0.02163715],[0.8753889  0.13447037],validation
0,[ 1.1051797 -1.8321086],[0.9496592  0.05034075],[0.75122935 0.13798727],validation
0,[ 3.067114 -3.46753 ],[0.9985499  0.00145014],[0.9555157  0.03025035],validation
0,[ 0.894842  -1.6948421],[0.9301947  0.06980529],[0.7098884  0.15514012],validation
0,[ 1.6426067 -2.5705047],[0.98541564 0.01458439],[0.8378894  0.07106099],validation
0,[ 2.764813 -3.24812 ],[0.9975591  0.00244093],[0.94074446 0.0373945 ],validation
0,[ 3.215075  -3.1603234],[0.9983     0.00170005],[0.96139765 0.04068643],validation
0,[ 2.0258043 -2.6703157],[0.990952   0.00904802],[0.8834799  0.06474785],validation
0,[ 2.3735015 -2.620272 ],[0.9932656  0.00673437],[0.91478425 0.0678451 ],validation
0,[ 1.9330648 -3.007455 ],[0.9928999  0.00710011],[0.87358826 0.04709021],validation
0,[ 2.8631837 -3.3186526],[0.9979377  0.00206237],[0.94599617 0.03493681],validation
0,[ 2.8254368 -3.8630297],[0.9987564  0.00124364],[0.944035   0.02057216],validation
0,[ 1.6685047 -1.4916676],[0.9593076  0.04069232],[0.84137636 0.18367156],validation
0,[ 3.8570712 -4.1374125],[9.9966276e-01 3.3720440e-04],[0.9793074  0.01571326],validation
0,[ 2.7321825 -2.895261 ],[0.99641514 0.00358486],[0.9388992  0.05238833],validation
0,[-0.6490813   0.31653318],[0.2757555 0.7242445],[0.34319663 0.5784791 ],validation
0,[ 3.277599  -3.9191277],[9.9925154e-01 7.4847293e-04],[0.9636523  0.01947173],validation
0,[ 3.159796  -3.1329806],[0.99815375 0.0018462 ],[0.95929295 0.04176715],validation
0,[ 1.479647  -2.2692273],[0.9769974  0.02300266],[0.8145193  0.09370382],validation
0,[ 3.9707735 -3.5474126],[9.994572e-01 5.428220e-04],[0.98149025 0.02799289],validation
1,[ 0.14759909 -0.48898646],[0.6539812  0.34601882],[0.5368329  0.38013238],validation
0,[ 3.1419885 -4.148439 ],[9.993185e-01 6.815717e-04],[0.9585919  0.01554363],validation
0,[ 1.5341704 -3.042514 ],[0.98981583 0.01018417],[0.8226157  0.04554176],validation
0,[ 2.1251204 -2.933174 ],[0.9936838  0.00631624],[0.89332086 0.05053781],validation
0,[ 0.34195685 -0.5898023 ],[0.7174321  0.28256798],[0.5846658 0.3566802],validation
0,[ 2.945412  -3.4681969],[0.99836355 0.00163642],[0.95004624 0.0302308 ],validation
0,[ 3.3226888 -3.3029888],[0.9986759  0.00132413],[0.965199  0.0354688],validation
0,[ 3.806537 -3.846705],[9.995258e-01 4.742782e-04],[0.9782582  0.02090368],validation
0,[ 2.6898198 -2.4964254],[0.9944382  0.00556186],[0.9364233  0.07610916],validation
0,[ 0.9131971 -1.166727 ],[0.8889366  0.11106346],[0.7136539  0.23744713],validation
0,[ 2.5440733 -2.268181 ],[0.9919361  0.00806396],[0.9271743 0.0937927],validation
0,[ 2.1847632 -2.7958724],[0.9931772  0.00682282],[0.89887285 0.05754763],validation
0,[ 1.7507836 -1.360279 ],[0.95734674 0.04265324],[0.85205156 0.20419498],validation
0,[ 2.6647103 -2.9525006],[0.99637836 0.0036216 ],[0.93491185 0.04961846],validation
0,[ 3.119959  -3.3084712],[0.9983877  0.00161238],[0.9577086  0.03528172],validation
0,[ 3.4518583 -4.22521  ],[9.9953687e-01 4.6311645e-04],[0.96928656 0.01441153],validation
0,[ 2.1387997 -3.14623  ],[0.9949587  0.00504134],[0.8946175  0.04124008],validation
1,[-1.7419716  0.9730619],[0.06209207 0.93790793],[0.14906268 0.7257294 ],validation
0,[ 2.026862  -2.3318708],[0.98736703 0.01263296],[0.8835887  0.08851761],validation
0,[ 2.8773506 -4.1958075],[9.9915314e-01 8.4683433e-04],[0.94671535 0.01483518],validation
0,[ 2.4088862 -2.9515188],[0.995323   0.00467703],[0.9175024  0.04966478],validation
0,[ 2.196431 -2.725845],[0.99277014 0.00722989],[0.8999285  0.06146541],validation
0,[ 0.7483376 -1.5731872],[0.9106442 0.0893559],[0.6788164  0.17176251],validation
0,[ 2.4698584 -3.4020312],[0.9971904  0.00280963],[0.92200154 0.03223205],validation
0,[ 2.9427636 -3.6253164],[0.99859744 0.00140252],[0.94992036 0.02594936],validation
0,[ 3.409084  -3.2617142],[0.9987342  0.00126578],[0.9679872  0.03690823],validation
1,[-2.4801514  2.513251 ],[0.00673685 0.9932632 ],[0.07726141 0.9250655 ],validation
0,[ 2.264889 -2.531228],[0.9918059  0.00819407],[0.9059271  0.07369777],validation
0,[ 3.9243634 -4.23937  ],[9.9971527e-01 2.8471602e-04],[0.9806279  0.01421179],validation
0,[ 2.1476185 -2.9096491],[0.9936773  0.00632269],[0.895446   0.05167862],validation
0,[ 0.24735488 -1.2563562 ],[0.81812733 0.18187268],[0.56152534 0.22160178],validation
0,[ 2.988228  -3.1352184],[0.9978138 0.0021861],[0.9520394  0.04167768],validation
0,[ 2.9533155 -3.476341 ],[0.9983896  0.00161041],[0.95041996 0.02999295],validation
0,[ 2.7781317 -3.1606393],[0.9973717  0.00262834],[0.9414826 0.0406741],validation
0,[ 0.6551053 -1.4788272],[0.89415777 0.10584223],[0.65816003 0.18560463],validation
1,[-2.6486328   0.47596958],[0.04210376 0.9578963 ],[0.06607334 0.6167957 ],validation
0,[ 2.4916139 -3.0097494],[0.9959353  0.00406461],[0.9235518  0.04698736],validation
0,[-1.5071331  1.1302897],[0.06676845 0.9332316 ],[0.18136404 0.7558924 ],validation
0,[ 2.5158513 -2.4455285],[0.9930454  0.00695455],[0.92524564 0.07976615],validation
1,[-2.0932906  1.4345257],[0.02853105 0.9714689 ],[0.10975066 0.8076055 ],validation
0,[ 2.6501667 -1.9107144],[0.98965526 0.01034471],[0.9340213  0.12890062],validation
0,[ 1.4966506 -2.4909422],[0.98179334 0.01820667],[0.8170744  0.07649561],validation
0,[ 2.295019  -1.9022363],[0.9851859  0.01481404],[0.90846366 0.12985557],validation
0,[ 1.1787175 -1.3247048],[0.92438143 0.07561862],[0.7647171  0.21003659],validation
0,[ 1.2138922 -1.9178761],[0.95818424 0.0418157 ],[0.7709869  0.12809859],validation
0,[ 4.0415525 -4.2021394],[9.9973720e-01 2.6284257e-04],[0.98273325 0.01474292],validation
0,[ 0.7643217 -1.1243824],[0.86860764 0.13139229],[0.6822913 0.2451993],validation
0,[ 2.039399  -1.9781617],[0.9823214  0.01767866],[0.884872   0.12151494],validation
0,[ 2.1993425 -3.1293929],[0.9951733  0.00482679],[0.9001904  0.04191098],validation
0,[ 2.599425  -2.9869995],[0.9962656  0.00373441],[0.9308246  0.04801666],validation
0,[ 4.389823  -4.3805737],[9.998448e-01 1.552378e-04],[0.98774904 0.01236341],validation
0,[ 2.169341  -2.1346009],[0.986665   0.01333496],[0.8974623  0.10577901],validation
0,[ 2.9631732 -3.1952279],[0.99788886 0.00211117],[0.95088243 0.0393457 ],validation
0,[ 2.313419  -2.6818614],[0.99327576 0.0067243 ],[0.90998226 0.06405219],validation
0,[-0.64142543 -0.8315965 ],[0.5474 0.4526],[0.3449244 0.3033076],validation
0,[ 2.1201708 -2.9505942],[0.9937616  0.00623845],[0.8928483  0.04970844],validation
0,[ 1.6234952 -1.7662758],[0.96738327 0.03261668],[0.8352766  0.14600609],validation
0,[ 0.9957778 -0.9157374],[0.87118924 0.1288107 ],[0.7302276  0.28582722],validation
0,[ 2.873024  -2.8232195],[0.99665266 0.00334732],[0.94649667 0.05608226],validation
0,[ 2.6641402 -3.1060526],[0.9968906  0.00310946],[0.93487716 0.04285828],validation
0,[ 3.2893221 -4.4253955],[9.995540e-01 4.460123e-04],[0.96406066 0.0118279 ],validation
0,[ 0.26366585 -1.3090463 ],[0.82816994 0.17183009],[0.5655372  0.21264648],validation
0,[ 3.0546138 -3.4252768],[0.99846834 0.00153163],[0.95498127 0.03151478],validation
0,[ 2.3650334 -2.1842608],[0.9895359  0.01046401],[0.91412175 0.1011728 ],validation
0,[ 2.6529753 -2.959244 ],[0.99636036 0.00363966],[0.9341941  0.04930143],validation
0,[ 2.759814 -2.727789],[0.9958793 0.0041207],[0.94046515 0.06135337],validation
0,[ 0.99578077 -1.8698097 ],[0.946119   0.05388099],[0.73022825 0.13356374],validation
0,[ 2.7176268 -3.2807987],[0.9975235  0.00247651],[0.93805885 0.03623581],validation
0,[ 2.218984  -2.6045601],[0.9920258  0.00797415],[0.9019413  0.06884551],validation
0,[ 0.52628726 -1.94833   ],[0.9223431  0.07765687],[0.62861675 0.12473556],validation
0,[ 2.0153    -2.2889302],[0.9866688  0.01333116],[0.88239413 0.09204392],validation
0,[ 2.781957  -3.6110425],[0.9983296  0.00167043],[0.941693  0.0263126],validation
0,[-0.41981333  0.11505984],[0.369381 0.630619],[0.3965614  0.52873325],validation
0,[ 1.516234  -2.0842397],[0.9734153  0.02658473],[0.81998324 0.1106381 ],validation
0,[ 2.3639443 -2.1498709],[0.9891622  0.01083784],[0.9140363  0.10434328],validation
0,[ 3.538314  -3.8589973],[9.993875e-01 6.125231e-04],[0.9717585  0.02065357],validation
0,[ 1.8722609 -1.9157475],[0.97786057 0.0221394 ],[0.86671966 0.12833652],validation
0,[ 3.4874108 -3.9249427],[9.9939656e-01 6.0338376e-04],[0.97032744 0.01936102],validation
0,[ 3.4875653 -3.9490159],[9.994111e-01 5.889494e-04],[0.97033185 0.01890921],validation
0,[ 3.3188343 -4.5535154],[9.9961901e-01 3.8099254e-04],[0.9650693  0.01042039],validation
0,[ 3.8793836 -3.8893917],[9.9957746e-01 4.2255220e-04],[0.97975487 0.02004766],validation
0,[ 3.5006945 -3.2366464],[0.99881566 0.00118439],[0.97070754 0.03780971],validation
0,[ 2.3517013 -2.3876095],[0.9913311  0.00866886],[0.9130693  0.08412243],validation
0,[ 1.874551  -2.5963824],[0.98869276 0.01130732],[0.866984  0.0693716],validation
0,[-1.4481336  1.031056 ],[0.07733    0.92266995],[0.19028898 0.7371206 ],validation
0,[ 3.1680384 -3.1313515],[0.998166   0.00183406],[0.95961356 0.04183241],validation
0,[ 3.3487847 -4.326868 ],[9.995363e-01 4.637725e-04],[0.966065   0.01303665],validation
0,[ 1.0990585 -2.321931 ],[0.96835417 0.03164589],[0.7500837  0.08932287],validation
0,[ 2.8824046 -3.4674146],[0.998256   0.00174402],[0.9469697  0.03025374],validation
0,[ 2.715203  -2.6970022],[0.9955581  0.00444197],[0.93791777 0.06315048],validation
0,[ 0.7163995  -0.81903875],[0.82280064 0.1771994 ],[0.67181367 0.30596775],validation
0,[ 2.1174252 -2.4037402],[0.9892407  0.01075932],[0.89258534 0.08288794],validation
0,[ 3.238127  -2.9737258],[0.9979984 0.0020015],[0.96224415 0.04862707],validation
0,[ 1.4060285 -1.7457714],[0.9589796  0.04102042],[0.8031388  0.14858134],validation
0,[ 1.2233858 -1.3428925],[0.92865956 0.07134046],[0.7726588  0.20703478],validation
1,[-1.8334936  1.3099061],[0.04135213 0.9586479 ],[0.13782261 0.78749746],validation
0,[ 1.4010249 -2.017512 ],[0.9682788  0.03172113],[0.80234647 0.11737648],validation
0,[ 2.3607523 -2.8379872],[0.9945068  0.00549318],[0.91378504 0.05530561],validation
0,[ 2.2447205 -2.6809728],[0.9927946 0.0072054],[0.9041942  0.06410549],validation
0,[ 3.1980822 -3.4056904],[0.99864656 0.00135341],[0.96076196 0.0321181 ],validation
0,[ 3.9712183 -4.0288196],[9.9966466e-01 3.3533733e-04],[0.9814983  0.01748419],validation
0,[ 2.766485  -2.9191842],[0.99661726 0.00338278],[0.9408376  0.05121332],validation
0,[ 1.2533258 -1.102203 ],[0.91337264 0.0866273 ],[0.77787507 0.24932733],validation
1,[-2.0700612  1.7030395],[0.02246444 0.97753555],[0.11204095 0.8459313 ],validation
0,[ 3.054979  -2.6362193],[0.99663585 0.00336419],[0.95499706 0.06684347],validation
0,[ 2.1112905 -2.76041  ],[0.99239784 0.00760209],[0.8919957  0.05950141],validation
1,[-1.6741952  1.209551 ],[0.05296293 0.94703704],[0.15786564 0.77021945],validation
0,[ 3.3210745 -3.6998918],[9.991078e-01 8.921653e-04],[0.96514475 0.02412957],validation
0,[ 2.158702  -2.4089067],[0.9897239  0.01027606],[0.8964791  0.08249603],validation
0,[ 2.863957  -2.5204332],[0.9954333  0.00456669],[0.9460357 0.0744381],validation
0,[ 1.0093704 -1.678326 ],[0.9362967  0.06370328],[0.7328969  0.15731725],validation
0,[ 0.8356376 -1.6686343],[0.92444074 0.07555924],[0.69754565 0.15860635],validation
0,[ 2.762088  -3.1374571],[0.99726677 0.0027332 ],[0.94059247 0.04158836],validation
0,[ 1.54807   -1.4590595],[0.9528952  0.04710483],[0.8246348  0.18861121],validation
0,[ 3.3578587 -3.7046976],[9.9914408e-01 8.5585244e-04],[0.9663612  0.02401666],validation
0,[ 0.63322407 -1.3064142 ],[0.8743124 0.1256876],[0.6532201  0.21308748],validation
0,[ 3.045172  -2.8896885],[0.99736136 0.00263861],[0.95457363 0.05266566],validation
0,[ 3.1433146 -3.3650563],[0.99851125 0.00148869],[0.9586445  0.03340557],validation
0,[ 2.5253882 -2.5194185],[0.9935986  0.00640146],[0.9259026  0.07450803],validation
1,[-0.06951095  0.01391282],[0.4791561  0.52084386],[0.48262924 0.50347817],validation
0,[ 1.4924453 -1.6601931],[0.9590125  0.04098744],[0.816445   0.15973607],validation
0,[ 2.0861688 -2.5736969],[0.9906211  0.00937894],[0.8895515  0.07085055],validation
0,[ 2.215798  -2.2401502],[0.9885239  0.01147608],[0.9016592  0.09620249],validation
0,[ 2.4017336 -2.5717924],[0.9931289  0.00687117],[0.9169594  0.07097603],validation
0,[ 2.9269009 -3.2870157],[0.9980026  0.00199739],[0.94916034 0.03601933],validation
0,[ 1.8548979 -2.312039 ],[0.98473686 0.01526309],[0.8647012  0.09013081],validation
0,[ 2.6008003 -2.7432148],[0.9952461  0.00475395],[0.93091303 0.06047099],validation
0,[ 0.6431059 -1.1925641],[0.8624358 0.1375642],[0.65545523 0.23280065],validation
0,[ 0.02009015 -1.6006234 ],[0.83489347 0.16510649],[0.5050224  0.16789451],validation
0,[ 3.474311  -3.8080132],[9.993129e-01 6.871131e-04],[0.9699479  0.02171042],validation
0,[ 3.500211  -4.4130645],[9.9963427e-01 3.6572036e-04],[0.9706937 0.0119729],validation
0,[ 3.8042984 -4.365245 ],[9.9971694e-01 2.8306714e-04],[0.9782105  0.01255199],validation
0,[ 2.8004606 -2.5717335],[0.99537754 0.00462246],[0.9427007  0.07097991],validation
0,[ 1.5600327 -1.6819633],[0.96238446 0.03761557],[0.8263581  0.15683568],validation
0,[ 2.8422718 -3.3076332],[0.9978708  0.00212914],[0.9449178  0.03531025],validation
0,[ 1.2321436 -2.5013168],[0.9766484  0.02335162],[0.7741935  0.07576592],validation
0,[ 3.7898464 -3.6210897],[9.9939573e-01 6.0423894e-04],[0.9779003  0.02605641],validation
1,[-1.0666468  0.9618798],[0.1162402 0.8837598],[0.2560413  0.72349805],validation
0,[ 1.4845811 -1.5968257],[0.95611924 0.04388075],[0.81526357 0.16842574],validation
0,[ 2.4959838 -2.6175284],[0.994021   0.00597896],[0.9238598 0.0680188],validation
0,[ 3.3808908 -3.0063038],[0.9983198  0.00168014],[0.967102  0.0471419],validation
0,[ 2.1823227 -2.70164  ],[0.9924899  0.00751014],[0.8986508  0.06287666],validation
0,[ 2.1121705 -2.4354296],[0.98951846 0.01048157],[0.8920804  0.08051061],validation
0,[ 1.8942446 -2.142335 ],[0.9826486  0.01735138],[0.8692388  0.10504967],validation
0,[ 2.3925712 -3.3399153],[0.9967714  0.00322856],[0.91625905 0.03422696],validation
1,[-3.85061   2.028212],[0.00279027 0.9972097 ],[0.0208239 0.8837275],validation
0,[ 2.544421  -2.6058352],[0.9942356 0.0057645],[0.9271978  0.06876381],validation
0,[ 2.442167 -3.896856],[0.998237   0.00176291],[0.9199868  0.01990154],validation
0,[ 3.307133  -3.6159682],[9.9901617e-01 9.8380225e-04],[0.96467274 0.02618669],validation
0,[ 3.8584573 -4.3135715],[9.9971765e-01 2.8236475e-04],[0.9793355  0.01320885],validation
0,[ 2.8253071 -3.1083002],[0.997358   0.00264191],[0.9440282  0.04276618],validation
0,[ 2.1181426 -2.4108605],[0.9893238  0.01067622],[0.8926541  0.08234827],validation
0,[ 3.5942273 -3.986511 ],[9.994900e-01 5.099244e-04],[0.97325313 0.01822602],validation
0,[ 1.947117  -2.3238795],[0.98622453 0.01377544],[0.87513196 0.08916449],validation
1,[-1.4801842   0.90682954],[0.08416835 0.9158317 ],[0.1853996  0.71235096],validation
0,[ 1.8135302 -1.7688861],[0.97294396 0.02705604],[0.85978806 0.1456809 ],validation
0,[ 2.8414564 -2.5365634],[0.99540424 0.00459574],[0.94487536 0.07333437],validation
0,[ 1.8460432 -3.3453274],[0.9944665  0.00553358],[0.8636619  0.03404851],validation
0,[ 2.233122  -2.9266393],[0.99428976 0.00571028],[0.9031847  0.05085229],validation
0,[ 2.883745  -2.9537337],[0.99709225 0.00290771],[0.94703704 0.04956034],validation
0,[ 2.388137  -3.2171462],[0.99633515 0.0036649 ],[0.9159182  0.03852556],validation
0,[ 3.4279816 -3.2134333],[0.9986965  0.00130348],[0.9685677  0.03866332],validation
0,[ 2.216694  -2.9123242],[0.99411255 0.0058875 ],[0.9017387  0.05154768],validation
0,[-0.17169541 -0.18016241],[0.50211674 0.49788326],[0.45718127 0.45508078],validation
0,[ 1.3022655 -1.2369272],[0.92684406 0.07315589],[0.786216   0.22497131],validation
0,[ 0.2449298  -0.76306885],[0.7326283  0.26737168],[0.56092817 0.31798035],validation
0,[ 2.7561448 -3.0955117],[0.99713314 0.00286689],[0.9402594  0.04329277],validation
0,[ 2.10503   -2.7068398],[0.9919329  0.00806703],[0.8913911  0.06257096],validation
1,[ 1.021891  -1.2599485],[0.9073618  0.09263822],[0.7353408  0.22098276],validation
0,[ 0.12822133 -0.723697  ],[0.7009694  0.29903057],[0.53201145 0.3265794 ],validation
0,[ 3.2115648 -3.2513983],[0.99844223 0.00155774],[0.96126723 0.03727667],validation
0,[-1.4882582   0.41253597],[0.1300186 0.8699814],[0.1841833 0.6016958],validation
0,[ 2.5631838 -2.8213463],[0.99543387 0.00456605],[0.9284542  0.05618151],validation
0,[ 1.5665517  -0.87949985],[0.92027223 0.07972776],[0.8272915  0.29328144],validation
0,[ 1.4331025 -2.2607858],[0.9757287  0.02427134],[0.80738425 0.09442315],validation
0,[ 3.4206717 -3.8745375],[9.993217e-01 6.783226e-04],[0.96834433 0.02034157],validation
0,[ 2.2172084 -1.9278404],[0.9844044  0.01559559],[0.90178424 0.12698981],validation
0,[ 2.3657956 -3.1326234],[0.9959234  0.00407655],[0.9141816  0.04178145],validation
0,[ 2.7151332 -3.244181 ],[0.99742496 0.00257503],[0.9379138  0.03753655],validation
0,[ 0.7274815 -1.7770838],[0.9244613  0.07553876],[0.67425233 0.1446636 ],validation
0,[ 3.1523392 -4.0736055],[9.992731e-01 7.269363e-04],[0.95900077 0.01673123],validation
0,[ 2.5490544 -2.9096692],[0.99575907 0.00424093],[0.92750996 0.05167764],validation
0,[ 2.3310335 -2.3798535],[0.9910834  0.00891657],[0.9114148  0.08472192],validation
0,[ 2.445444  -2.2461298],[0.9909112  0.00908887],[0.9202277  0.09568383],validation
0,[ 2.7702787 -2.9333405],[0.99667716 0.0033228 ],[0.9410485  0.05052982],validation
0,[ 2.0732062 -2.5435016],[0.9902114  0.00978852],[0.8882715  0.07286427],validation
0,[ 2.4192634 -2.5438843],[0.9930576  0.00694235],[0.91828454 0.07283842],validation
0,[ 3.6410613 -3.9239092],[9.994820e-01 5.180242e-04],[0.97444564 0.01938065],validation
0,[ 2.5933511 -3.553885 ],[0.99786526 0.00213482],[0.9304325  0.02781732],validation
1,[-1.2264228  0.8521263],[0.11119927 0.88880074],[0.22680815 0.70101297],validation
0,[ 3.158768 -3.238643],[0.9983369  0.00166309],[0.9592528  0.03773714],validation
0,[ 1.1830105 -1.7192689],[0.947959 0.052041],[0.7654887  0.15196536],validation
0,[ 3.3775098 -3.916166 ],[9.9932063e-01 6.7936257e-04],[0.9669942  0.01952836],validation
0,[ 0.07135644 -0.7900116 ],[0.7029464 0.2970536],[0.51783156 0.31216618],validation
0,[ 2.5794265 -3.1588624],[0.99679    0.00320994],[0.92952573 0.04074349],validation
0,[ 3.1151073 -3.8301537],[9.9903774e-01 9.6226204e-04],[0.9575116  0.02124513],validation
0,[ 3.8599374 -4.1342034],[9.9966264e-01 3.3732015e-04],[0.97936547 0.01576297],validation
0,[ 2.3701537 -2.1729333],[0.98947155 0.01052848],[0.9145228  0.10220755],validation
0,[ 3.2457547 -3.4925811],[0.99881685 0.00118322],[0.9625203  0.02952406],validation
1,[-0.2821921  -0.36881423],[0.521642 0.478358],[0.4299164  0.40882757],validation
0,[ 2.4377873 -2.923801 ],[0.99532855 0.00467152],[0.9196637  0.05098946],validation
0,[ 0.74863636 -1.6227666 ],[0.91462046 0.08537951],[0.67888147 0.16482368],validation
0,[ 4.055856  -4.4264894],[9.9979299e-01 2.0704951e-04],[0.9829743  0.01181512],validation
0,[ 2.291508  -4.4239492],[0.9987895  0.00121056],[0.90817124 0.01184482],validation
0,[ 3.5531814 -3.555816 ],[9.991830e-01 8.170464e-04],[0.9721637  0.02776515],validation
1,[-2.5625489  2.67928  ],[0.00526273 0.9947372 ],[0.07158795 0.93579286],validation
0,[ 2.6374373 -2.8518934],[0.9958864  0.00411362],[0.9332324  0.05458352],validation
0,[ 2.645274 -2.189316],[0.99211276 0.00788724],[0.9337191  0.10071402],validation
0,[ 2.5983984 -2.9220092],[0.99601173 0.00398825],[0.9307584  0.05107623],validation
0,[ 3.0530157 -3.318837 ],[0.99829394 0.00170607],[0.95491254 0.0349306 ],validation
0,[ 4.128843  -3.9878185],[9.9970156e-01 2.9843466e-04],[0.9841537  0.01820264],validation
0,[-3.4991503  2.5622976],[0.0023256 0.9976744],[0.02933642 0.92839533],validation
0,[ 1.7270497 -2.0978582],[0.97864556 0.02135448],[0.8490346  0.10930516],validation
0,[ 2.0891879 -2.496569 ],[0.98990697 0.01009312],[0.8898478  0.07609906],validation
0,[ 0.7924443 -1.447374 ],[0.90376866 0.09623133],[0.6883559  0.19040602],validation
0,[ 2.4421713 -2.470102 ],[0.992698   0.00730204],[0.9199871  0.07798089],validation
0,[ 2.7263694 -2.4567988],[0.99442106 0.0055789 ],[0.93856484 0.07894278],validation
0,[ 2.6780696 -2.6716642],[0.99527305 0.00472696],[0.9357201  0.06466623],validation
0,[ 3.2189896 -3.6452253],[0.99895656 0.00104341],[0.96154267 0.02545086],validation
0,[ 1.9460179 -2.534013 ],[0.9887939  0.01120606],[0.87501174 0.07350788],validation
0,[ 3.3085382 -4.466695 ],[9.9958020e-01 4.1983317e-04],[0.96472055 0.0113548 ],validation
0,[ 1.540589  -1.5144404],[0.9549992  0.04500084],[0.82355034 0.18028165],validation
0,[ 1.7062011 -1.8510206],[0.97227275 0.02772722],[0.8463429  0.13575311],validation
0,[ 2.2597916 -2.6901307],[0.9929658  0.00703413],[0.90549177 0.06355824],validation
0,[ 2.6493685 -3.2387278],[0.9972355  0.00276458],[0.933972   0.03773406],validation
0,[ 3.2058623 -3.4243758],[0.99868184 0.00131811],[0.9610543  0.03154229],validation
0,[ 1.9661247 -2.681741 ],[0.9905089  0.00949109],[0.8771943  0.06405941],validation
0,[ 2.6244028 -3.0508482],[0.996582   0.00341808],[0.93241566 0.04518086],validation
0,[ 1.1511146 -1.9551605],[0.9571509  0.04284915],[0.7597144  0.12399176],validation
0,[ 1.5565503 -2.4891956],[0.9828042  0.01719578],[0.82585776 0.07661909],validation
0,[ 3.965584  -4.1943445],[9.997142e-01 2.858012e-04],[0.98139566 0.01485658],validation
0,[ 2.8175824 -3.4661224],[0.998137 0.001863],[0.9436186  0.03029167],validation
0,[ 2.4129336 -2.153031 ],[0.98970723 0.0102928 ],[0.9178083  0.10404832],validation
0,[ 1.9713513 -2.252417 ],[0.98556805 0.01443203],[0.8777562  0.09514117],validation
0,[ 3.377057  -3.3500636],[0.9988035  0.00119654],[0.96697974 0.03389308],validation
0,[-0.01731434 -1.1577255 ],[0.7577551  0.24224487],[0.4956715  0.23908083],validation
0,[ 2.4339633 -2.7469823],[0.99440867 0.00559125],[0.91938084 0.0602573 ],validation
0,[ 2.9361603 -3.2427025],[0.9979315 0.0020685],[0.9496053 0.03759  ],validation
0,[ 1.7804708 -1.5672313],[0.9660295  0.03397049],[0.85575503 0.17261146],validation
1,[-2.0755515  2.1863701],[0.01389927 0.98610073],[0.11149589 0.8990188 ],validation
0,[ 1.8258878 -3.5037434],[0.9951775  0.00482249],[0.8612711  0.02920591],validation
0,[ 3.3093517 -3.2106822],[0.9985285  0.00147145],[0.9647483  0.03876571],validation
0,[ 1.340911  -1.3873873],[0.93867594 0.06132405],[0.79263973 0.1998252 ],validation
0,[ 2.183139  -2.4684887],[0.9905442  0.00945579],[0.89872515 0.07809698],validation
0,[ 3.5871282 -4.0972714],[9.995403e-01 4.597354e-04],[0.97306776 0.01634631],validation
0,[ 3.356706 -4.5173  ],[9.9961960e-01 3.8036215e-04],[0.96632373 0.01080054],validation
0,[ 1.1279302 -2.708934 ],[0.97889394 0.02110604],[0.75545675 0.06244823],validation
0,[ 3.2200248 -2.9771545],[0.997969   0.00203103],[0.96158093 0.04846869],validation
0,[ 3.0707765 -2.911514 ],[0.9974833  0.00251669],[0.955671   0.05158731],validation
0,[ 1.9004811 -1.9503212],[0.97918004 0.02081998],[0.86994594 0.12451833],validation
0,[ 2.8057845 -2.2645106],[0.9937587  0.00624137],[0.94298756 0.09410514],validation
0,[ 0.2196299 -0.9336834],[0.76011556 0.2398844 ],[0.5546878 0.282178 ],validation
0,[ 2.1917856 -2.3361394],[0.98931235 0.01068761],[0.89950943 0.0881738 ],validation
0,[ 2.3541496 -2.36743  ],[0.99117744 0.00882258],[0.91326344 0.08569027],validation
1,[-2.1111338  1.1097836],[0.03838611 0.9616139 ],[0.10801937 0.7520888 ],validation
0,[ 3.32814   -3.7021756],[9.9911612e-01 8.8387076e-04],[0.9653817  0.02407585],validation
1,[-1.8781539  1.3043087],[0.03983104 0.9601689 ],[0.13260107 0.7865592 ],validation
1,[-3.5688746  3.3611631],[9.7700872e-04 9.9902296e-01],[0.0274148  0.96646845],validation
1,[ 0.43832695 -0.5288612 ],[0.7245587  0.27544132],[0.6078603  0.37078252],validation
