class,sigmoid_output,set
0,[0.9251015  0.05527589],validation
0,[0.90783405 0.0704478 ],validation
0,[0.5440684  0.31083274],validation
0,[0.8869404  0.10562454],validation
0,[0.9308144  0.10172164],validation
0,[0.849931   0.04226432],validation
0,[0.5662809  0.28651735],validation
0,[0.83315223 0.03453515],validation
0,[0.34185216 0.31732404],validation
0,[0.16898744 0.6622584 ],validation
0,[0.9634088  0.03384534],validation
0,[0.91096646 0.05598792],validation
0,[0.5240111 0.6301545],validation
0,[0.9595744  0.04484411],validation
0,[0.94491017 0.05099488],validation
0,[0.9870455  0.00902067],validation
0,[0.86045104 0.05391939],validation
0,[0.7462084  0.12247605],validation
0,[0.8037227  0.09788612],validation
0,[0.72088367 0.29210272],validation
0,[0.53803736 0.35089922],validation
0,[0.89533436 0.08241522],validation
1,[0.09340955 0.8481349 ],validation
0,[0.8770821  0.16248085],validation
0,[0.976405   0.03706855],validation
0,[0.920936   0.03004754],validation
1,[0.20971268 0.6048822 ],validation
0,[0.9402769  0.03865571],validation
0,[0.8246566  0.04655733],validation
0,[0.94414854 0.049468  ],validation
0,[0.8377255  0.05691245],validation
0,[0.9514834  0.03966946],validation
0,[0.93083596 0.06915552],validation
0,[0.9670698  0.01734221],validation
0,[0.9758935 0.0242699],validation
0,[0.8717358  0.14968854],validation
0,[0.5034809  0.28602815],validation
0,[0.9786011  0.01657081],validation
0,[0.9942514  0.00894961],validation
0,[0.88387257 0.14663869],validation
0,[0.79481727 0.10545611],validation
1,[0.04541393 0.889082  ],validation
0,[0.95325446 0.02875894],validation
0,[0.14315033 0.8589732 ],validation
0,[0.89394957 0.08254655],validation
1,[0.08489092 0.89310724],validation
0,[0.8435238 0.0992462],validation
0,[0.7939911 0.1435791],validation
0,[0.9501972  0.03348998],validation
1,[0.30279532 0.7141155 ],validation
0,[0.9755788  0.03094235],validation
0,[0.93701655 0.06213327],validation
0,[0.93071616 0.03547083],validation
1,[0.10089904 0.6765158 ],validation
0,[0.93091    0.06743208],validation
0,[0.9605569  0.02003046],validation
0,[0.6023672  0.31372634],validation
0,[0.72690403 0.16073076],validation
0,[0.9621616  0.01829983],validation
0,[0.8978892 0.0770032],validation
0,[0.94626117 0.04380626],validation
0,[0.9526876  0.09138074],validation
0,[0.8847272  0.09527346],validation
0,[0.8308103 0.0898701],validation
0,[0.96674824 0.02108208],validation
0,[0.9306184  0.04853366],validation
0,[0.62312305 0.25801957],validation
0,[0.9015483  0.09486635],validation
0,[0.8811731  0.10200421],validation
0,[0.7077803 0.1944998],validation
0,[0.98133606 0.01051593],validation
0,[0.05907219 0.7621159 ],validation
0,[0.9858774  0.00866973],validation
0,[0.9428094  0.05219191],validation
0,[0.9380152  0.09027246],validation
0,[0.86409646 0.05977096],validation
1,[0.08747616 0.80388075],validation
0,[0.89082354 0.0817981 ],validation
0,[0.9515061  0.03945919],validation
0,[0.9529101  0.01766295],validation
0,[0.06262727 0.9216612 ],validation
0,[0.9149467 0.1047371],validation
0,[0.9863543  0.03248984],validation
0,[0.94900036 0.04513931],validation
0,[0.65934235 0.15034169],validation
0,[0.9597821  0.01621314],validation
0,[0.52727765 0.21028171],validation
0,[0.6718497 0.2798948],validation
0,[0.9537203 0.0388632],validation
0,[0.83578014 0.10404138],validation
0,[0.9044896  0.05698005],validation
0,[0.8120525  0.11754192],validation
0,[0.9144217  0.06345351],validation
0,[0.8933965  0.07527882],validation
0,[0.89868885 0.06844278],validation
0,[0.82896316 0.06625701],validation
0,[0.9633986 0.0164716],validation
0,[0.9204965 0.0862761],validation
0,[0.9850075 0.0171585],validation
0,[0.9543107  0.02381682],validation
1,[0.6939127  0.28186634],validation
0,[0.92463684 0.05488005],validation
0,[0.9634823  0.04263974],validation
0,[0.94026077 0.103836  ],validation
0,[0.960448   0.05791107],validation
0,[0.632273   0.40770456],validation
0,[0.9363437  0.04829969],validation
0,[0.98161995 0.01312917],validation
0,[0.96602005 0.0118878 ],validation
0,[0.9637141  0.03812442],validation
0,[0.9826721  0.01377672],validation
0,[0.9734061  0.01225043],validation
0,[0.87487614 0.08524757],validation
0,[0.9027648  0.09824913],validation
0,[0.8584447  0.10897548],validation
0,[0.873544   0.13179798],validation
0,[0.93131536 0.06465447],validation
0,[0.9504416  0.04557066],validation
0,[0.92928076 0.0517082 ],validation
0,[0.9859007  0.01759111],validation
0,[0.86246127 0.07225998],validation
1,[0.03149724 0.9235511 ],validation
0,[0.9207335  0.05970957],validation
0,[0.9707704  0.03078037],validation
0,[0.9930264 0.0079948],validation
0,[0.93291754 0.12491298],validation
0,[0.9557941  0.05165225],validation
0,[0.9405039  0.02574069],validation
0,[0.8688753  0.11197885],validation
1,[0.63384986 0.13909285],validation
0,[0.95608014 0.04195469],validation
0,[0.8826077  0.09614942],validation
0,[0.9737507  0.01606187],validation
0,[0.6033693  0.36336896],validation
0,[0.93446267 0.06495402],validation
0,[0.9672204  0.03418404],validation
0,[0.7929413  0.07352442],validation
0,[0.80586064 0.20498674],validation
0,[0.78313905 0.1303717 ],validation
0,[0.89793795 0.1014869 ],validation
0,[0.68910503 0.14940321],validation
0,[0.7286357  0.20578189],validation
0,[0.9042891  0.08265791],validation
0,[0.93995523 0.07323261],validation
0,[0.94416535 0.04025418],validation
0,[0.9479494  0.04884091],validation
0,[0.11557981 0.8415701 ],validation
0,[0.98073006 0.01829553],validation
0,[0.97401947 0.01568278],validation
0,[0.96325886 0.03012952],validation
0,[0.9650574  0.02866923],validation
0,[0.90408766 0.07981267],validation
1,[0.10231163 0.8131317 ],validation
0,[0.90526515 0.08310536],validation
0,[0.946877   0.04502961],validation
0,[0.9043243  0.08547153],validation
1,[0.18536724 0.8681721 ],validation
0,[0.9770737  0.01595131],validation
0,[0.9522268  0.02784502],validation
0,[0.75995433 0.12527643],validation
1,[0.08434729 0.859199  ],validation
0,[0.9777148  0.01352038],validation
0,[0.98131955 0.01687559],validation
0,[0.92432183 0.07327547],validation
0,[0.71387756 0.17426774],validation
0,[0.89944255 0.08245994],validation
0,[0.9513279  0.08137059],validation
1,[0.19198947 0.66115534],validation
0,[0.9511695  0.04272849],validation
1,[0.00923827 0.9671846 ],validation
0,[0.9188466  0.08076596],validation
0,[0.78588665 0.09494391],validation
0,[0.94514626 0.07514755],validation
0,[0.92800033 0.04791844],validation
0,[0.911705   0.05388132],validation
1,[0.2703138  0.60492444],validation
1,[0.05121668 0.9355683 ],validation
0,[0.77184945 0.14697926],validation
1,[0.17911302 0.7933136 ],validation
0,[0.9326457  0.06092331],validation
0,[0.9734891  0.07419603],validation
1,[0.05951374 0.9418018 ],validation
0,[0.7895679  0.11330698],validation
0,[0.96763515 0.01894422],validation
0,[0.9454357  0.03802267],validation
0,[0.8531343  0.07963984],validation
0,[0.78374517 0.124302  ],validation
0,[0.7856975  0.12934424],validation
0,[0.9755774  0.03984855],validation
0,[0.8692404  0.10798722],validation
1,[0.50091755 0.40184638],validation
0,[0.8455551 0.1121494],validation
0,[0.8551707  0.16402936],validation
0,[0.9429128  0.04979051],validation
0,[0.89429426 0.07457526],validation
0,[0.96225876 0.05647352],validation
0,[0.8874886  0.04473218],validation
0,[0.9660891  0.01913298],validation
0,[0.9113439  0.04211809],validation
0,[0.9619355  0.04214215],validation
0,[0.98793447 0.00629823],validation
0,[0.94466305 0.02657733],validation
0,[0.9002917  0.05604489],validation
0,[0.960568   0.04469791],validation
0,[0.96720314 0.01419857],validation
0,[0.8325902  0.13711365],validation
0,[0.54290044 0.29074806],validation
0,[0.89625454 0.08274585],validation
0,[0.7706661 0.1639023],validation
0,[0.8960125  0.09555028],validation
1,[0.55749565 0.19017476],validation
0,[0.30094013 0.6328676 ],validation
0,[0.9644271  0.02877312],validation
0,[0.96381146 0.02723787],validation
1,[0.2797625  0.67006606],validation
0,[0.91105866 0.11033719],validation
1,[0.07807785 0.8491408 ],validation
0,[0.09077666 0.8141691 ],validation
0,[0.9684406  0.03590323],validation
0,[0.92032546 0.03627051],validation
0,[0.8221602  0.11433991],validation
0,[0.93999726 0.03796073],validation
0,[0.7561584  0.16875945],validation
0,[0.9508664  0.03371387],validation
0,[0.9497448 0.040713 ],validation
0,[0.9779068  0.02473916],validation
0,[0.7882799  0.21940291],validation
0,[0.9756447  0.02653804],validation
0,[0.95695955 0.03518727],validation
0,[0.9098173  0.07589769],validation
0,[0.9398276  0.07032082],validation
0,[0.9347873 0.042672 ],validation
0,[0.9310334  0.03125073],validation
0,[0.9454415  0.03458804],validation
0,[0.9611399  0.02594609],validation
0,[0.40237358 0.44826534],validation
0,[0.93776655 0.0502516 ],validation
0,[0.79038924 0.06850651],validation
0,[0.95083123 0.05420401],validation
0,[0.74394107 0.10540462],validation
0,[0.8430994  0.12389582],validation
0,[0.943952   0.03928203],validation
0,[0.8861959  0.07174908],validation
0,[0.9484616  0.03378526],validation
0,[0.898132   0.06853571],validation
1,[0.19926232 0.7280534 ],validation
0,[0.83386886 0.10955232],validation
0,[0.8956312  0.04867556],validation
0,[0.93867445 0.1765524 ],validation
0,[0.81538934 0.13209523],validation
1,[0.11371396 0.7081202 ],validation
0,[0.9408084  0.06765433],validation
0,[0.8736175  0.19535087],validation
0,[0.9865905  0.00792293],validation
0,[0.9542761 0.0387766],validation
0,[0.881864  0.0496698],validation
0,[0.86762124 0.10290096],validation
1,[0.09210204 0.8764824 ],validation
0,[0.9084836  0.07836725],validation
0,[0.7962729  0.20845291],validation
0,[0.58936566 0.40914088],validation
0,[0.9674488  0.01479128],validation
0,[0.21227816 0.80570525],validation
0,[0.94961345 0.01627042],validation
0,[0.9283608  0.03199695],validation
0,[0.9879873  0.01246177],validation
0,[0.9383895  0.06124658],validation
0,[0.97901696 0.01441856],validation
0,[0.388415   0.47799066],validation
0,[0.93719065 0.02754583],validation
0,[0.9792548  0.02630961],validation
1,[0.10854167 0.7290375 ],validation
0,[0.92263424 0.07018282],validation
1,[0.70040387 0.18338273],validation
0,[0.9654908  0.02296724],validation
0,[0.97934395 0.02569358],validation
0,[0.894533   0.03809154],validation
1,[0.6783368  0.38575917],validation
0,[0.24533637 0.82281804],validation
0,[0.88527733 0.05623815],validation
0,[0.5363595  0.50323623],validation
0,[0.9141817  0.03747001],validation
0,[0.8116015  0.17428152],validation
0,[0.8543667  0.18781047],validation
0,[0.9823424 0.018797 ],validation
0,[0.6545123  0.20189959],validation
0,[0.46600038 0.4710713 ],validation
0,[0.8809655  0.10684803],validation
0,[0.97078246 0.01143431],validation
1,[0.20463286 0.69786894],validation
0,[0.95864624 0.03429003],validation
0,[0.83494484 0.13406046],validation
0,[0.78704965 0.14564693],validation
0,[0.8367006  0.09519625],validation
0,[0.87244993 0.05873384],validation
0,[0.949462   0.05378194],validation
0,[0.40137756 0.44000882],validation
1,[0.13053565 0.74492574],validation
0,[0.9284352  0.07657599],validation
0,[0.37680787 0.4013704 ],validation
0,[0.9580794  0.03914035],validation
0,[0.8335901  0.16751094],validation
0,[0.9730215  0.04660206],validation
0,[0.67991865 0.26103783],validation
0,[0.96829176 0.02098056],validation
0,[0.6631707  0.32153141],validation
0,[0.82014996 0.09179285],validation
0,[0.7213173  0.11406641],validation
0,[0.777461   0.13661963],validation
0,[0.9136286  0.12612015],validation
0,[0.96364504 0.0395226 ],validation
0,[0.7523428  0.24919833],validation
1,[0.24997303 0.73910576],validation
0,[0.81775934 0.10310706],validation
0,[0.9559239  0.06449362],validation
0,[0.9148448  0.07972342],validation
0,[0.97132033 0.01892525],validation
0,[0.9318018  0.03422192],validation
0,[0.90682495 0.08864095],validation
0,[0.9356245  0.03728448],validation
0,[0.87498546 0.21406223],validation
0,[0.95460534 0.05166664],validation
0,[0.95452565 0.031749  ],validation
0,[0.91716135 0.0376781 ],validation
0,[0.8448402  0.11938044],validation
0,[0.74293524 0.16636482],validation
0,[0.95168746 0.03013765],validation
0,[0.9820992  0.01614812],validation
1,[0.08673199 0.76442254],validation
0,[0.9929096  0.00970513],validation
0,[0.9171552  0.08923513],validation
0,[0.92162895 0.05562352],validation
1,[0.01615202 0.9744238 ],validation
0,[0.21034911 0.7076013 ],validation
0,[0.8962227  0.04236266],validation
0,[0.76616156 0.2729806 ],validation
0,[0.94788724 0.04060689],validation
0,[0.9554665  0.04000569],validation
0,[0.9483044  0.04702341],validation
0,[0.9644904  0.03658345],validation
0,[0.9017719  0.10493019],validation
0,[0.92412186 0.08784586],validation
0,[0.92543507 0.04828475],validation
0,[0.8732441  0.12359331],validation
0,[0.8234709  0.29160023],validation
0,[0.93029183 0.09371143],validation
0,[0.9572253  0.04754791],validation
0,[0.8911244  0.09109098],validation
0,[0.96761805 0.01465436],validation
1,[0.00154964 0.99717784],validation
0,[0.9524143  0.06418733],validation
0,[0.7833586  0.08955776],validation
0,[0.9160156  0.07167239],validation
0,[0.9701292  0.02493334],validation
0,[0.918168   0.07416297],validation
0,[0.87867403 0.08331423],validation
0,[0.1603157 0.8008272],validation
0,[0.9925282  0.00453067],validation
0,[0.97019875 0.05104774],validation
0,[0.6043617 0.4344781],validation
0,[0.75212973 0.10760484],validation
0,[0.4230751 0.4591314],validation
0,[0.9334458  0.05728941],validation
0,[0.9024003  0.06759343],validation
0,[0.81230545 0.12743795],validation
0,[0.9800337  0.02317516],validation
0,[0.94343096 0.05626028],validation
0,[0.96730655 0.02739706],validation
0,[0.72111803 0.19270712],validation
0,[0.97150415 0.02661349],validation
0,[0.86958045 0.08018751],validation
0,[0.9641608  0.04671853],validation
0,[0.9201062  0.07404976],validation
0,[0.8791819  0.11312765],validation
0,[0.9515693  0.02749468],validation
0,[0.96204144 0.0360498 ],validation
0,[0.7402964  0.16292694],validation
0,[0.9240056  0.05909092],validation
0,[0.9067349  0.07204477],validation
0,[0.9081573  0.03083988],validation
0,[0.9032506  0.06954624],validation
0,[0.94652146 0.03853745],validation
1,[0.13315849 0.7565591 ],validation
0,[0.7829515  0.18238208],validation
1,[0.15603985 0.825692  ],validation
0,[0.9541817  0.04790208],validation
0,[0.93015456 0.042403  ],validation
0,[0.64367014 0.23920736],validation
0,[0.92324704 0.08749773],validation
0,[0.6220912 0.2450831],validation
0,[0.9686138  0.04984559],validation
0,[0.9699209  0.02686841],validation
0,[0.71013623 0.11347716],validation
0,[0.5864662  0.26420015],validation
1,[0.02708208 0.9015059 ],validation
0,[0.9602531  0.04654013],validation
0,[0.95818686 0.02647189],validation
1,[0.3658546 0.5187078],validation
0,[0.926575   0.06017546],validation
0,[0.24556786 0.38085046],validation
0,[0.9481609  0.02545183],validation
0,[0.81323874 0.15314856],validation
0,[0.9611562 0.0338655],validation
0,[0.50219333 0.52537566],validation
0,[0.93281734 0.08921225],validation
0,[0.98777974 0.01216785],validation
0,[0.9630739  0.03610652],validation
0,[0.95504326 0.07487242],validation
0,[0.23554312 0.70692915],validation
0,[0.93513834 0.02803731],validation
1,[0.16509241 0.8150831 ],validation
0,[0.93585426 0.03580964],validation
0,[0.81885815 0.13164718],validation
0,[0.9650685  0.02891162],validation
0,[0.90300804 0.07183001],validation
0,[0.8657233  0.09423642],validation
0,[0.93915766 0.0463254 ],validation
0,[0.9163123  0.09671127],validation
0,[0.9615751 0.0316601],validation
0,[0.05516159 0.9496688 ],validation
0,[0.8077614  0.13254198],validation
0,[0.9002609  0.06650167],validation
0,[0.7815469  0.11133673],validation
0,[0.9700856  0.02420295],validation
0,[0.93935615 0.08924498],validation
1,[0.2527661 0.7083248],validation
0,[0.9099739  0.05156167],validation
0,[0.8543613  0.07445572],validation
0,[0.7479498  0.17540005],validation
0,[0.656803   0.21414903],validation
0,[0.8866101 0.0970521],validation
1,[0.06961585 0.9172765 ],validation
1,[0.04206748 0.94482183],validation
0,[0.8542098  0.05904762],validation
0,[0.9649828  0.04238996],validation
0,[0.9790932  0.01779957],validation
0,[0.91454834 0.07502387],validation
0,[0.72312593 0.24913937],validation
1,[0.31630215 0.5818404 ],validation
0,[0.9773742  0.01719251],validation
0,[0.82698536 0.03403383],validation
0,[0.9780839  0.01653853],validation
0,[0.9197481  0.11214324],validation
0,[0.97582096 0.01611163],validation
0,[0.7219224  0.20487571],validation
0,[0.9699556  0.01498573],validation
0,[0.9068956  0.06702318],validation
0,[0.7025811  0.12140444],validation
0,[0.7522882 0.2185002],validation
0,[0.8975315 0.0973391],validation
0,[0.97160506 0.00960755],validation
0,[0.88007194 0.12212752],validation
0,[0.75246763 0.11724944],validation
0,[0.91667277 0.04873091],validation
0,[0.8298515  0.17764783],validation
0,[0.9148109  0.06397381],validation
0,[0.9708946  0.02674373],validation
0,[0.823163   0.21215035],validation
0,[0.91094387 0.06685811],validation
0,[0.9582253  0.03280218],validation
0,[0.92978567 0.04851455],validation
0,[0.956505   0.02845308],validation
0,[0.9314731  0.05759272],validation
0,[0.84972906 0.14670776],validation
0,[0.9419502 0.0485701],validation
0,[0.8702543  0.10208471],validation
0,[0.43861407 0.5931901 ],validation
0,[0.8230994  0.15833744],validation
0,[0.94690377 0.03989504],validation
0,[0.8775362 0.1152077],validation
1,[0.03435697 0.9412336 ],validation
0,[0.8560018  0.17517027],validation
0,[0.8644516 0.0632199],validation
1,[0.05231873 0.91011643],validation
0,[0.8993159  0.13157499],validation
0,[0.89994055 0.06152865],validation
0,[0.96216834 0.02795813],validation
0,[0.9117617  0.08588879],validation
0,[0.578176   0.53424716],validation
0,[0.8053245  0.15803483],validation
0,[0.9439759  0.02936444],validation
0,[0.9402842  0.04548529],validation
1,[0.04512197 0.9209275 ],validation
1,[0.18118376 0.74102616],validation
0,[0.5766508 0.2941595],validation
0,[0.8243674  0.11714331],validation
0,[0.95536    0.07270359],validation
0,[0.9054638  0.08894879],validation
1,[0.1574441 0.8136705],validation
0,[0.7018615  0.31947282],validation
0,[0.9336906  0.08726607],validation
0,[0.9148457  0.10411456],validation
0,[0.9646895  0.03981834],validation
0,[0.7754986  0.21493828],validation
0,[0.89436644 0.11669827],validation
0,[0.83884495 0.1173187 ],validation
0,[0.9539209  0.04236064],validation
0,[0.6725765  0.06562256],validation
0,[0.8633817  0.07590959],validation
0,[0.8386775  0.12177373],validation
1,[0.6517892  0.19100195],validation
0,[0.70727134 0.25089413],validation
0,[0.9352043  0.08121593],validation
0,[0.9347952  0.03225397],validation
0,[0.9631662  0.02963769],validation
0,[0.6822932 0.1944827],validation
0,[0.9706984  0.01411583],validation
0,[0.9341497  0.08134861],validation
1,[0.08403839 0.9130988 ],validation
0,[0.9443688  0.04710988],validation
0,[0.88603544 0.049184  ],validation
0,[0.9211739  0.06321279],validation
0,[0.91953    0.04342824],validation
1,[0.05203664 0.9030333 ],validation
0,[0.9383449  0.03738732],validation
0,[0.79834616 0.13557746],validation
0,[0.9257145  0.08878193],validation
0,[0.9794881  0.01577779],validation
0,[0.9069829  0.10482367],validation
0,[0.05622558 0.82517827],validation
0,[0.7938874  0.15364143],validation
0,[0.9671441  0.02108902],validation
0,[0.5664989  0.36477494],validation
0,[0.9280482  0.04201866],validation
0,[0.9690193  0.02498713],validation
0,[0.77197945 0.22541344],validation
0,[0.4070329  0.35150656],validation
0,[0.9748845  0.02007234],validation
0,[0.8637992  0.11466052],validation
1,[0.20683773 0.7651069 ],validation
0,[0.98295975 0.00968374],validation
0,[0.8238341  0.15477714],validation
0,[0.73234683 0.2377488 ],validation
0,[0.83783054 0.21823438],validation
0,[0.92507625 0.0655895 ],validation
0,[0.96033347 0.04564861],validation
0,[0.7344857  0.14670935],validation
0,[0.78446835 0.23154445],validation
0,[0.9200216  0.04776207],validation
0,[0.96322685 0.03076016],validation
0,[0.957328   0.01752251],validation
0,[0.95668554 0.03925177],validation
1,[0.1400015 0.733294 ],validation
1,[0.04021753 0.9341817 ],validation
0,[0.9764764  0.01362884],validation
0,[0.77639556 0.12512676],validation
0,[0.9537659  0.02275283],validation
0,[0.948217   0.04460702],validation
0,[0.9832476  0.01311363],validation
0,[0.8731609  0.10545017],validation
0,[0.88105273 0.06521611],validation
0,[0.9542572  0.03179115],validation
0,[0.96345246 0.01870213],validation
0,[0.96258116 0.02785398],validation
0,[0.9134492  0.05808133],validation
0,[0.9550785  0.04429377],validation
0,[0.92876166 0.04359072],validation
0,[0.96024156 0.03936692],validation
0,[0.96718305 0.02205944],validation
0,[0.94006795 0.03626607],validation
0,[0.97626024 0.01342273],validation
0,[0.8178475 0.1596868],validation
0,[0.9403394  0.03205347],validation
0,[0.33153135 0.3795691 ],validation
0,[0.8443762  0.07206006],validation
0,[0.9697586  0.07108457],validation
0,[0.9208533  0.05747157],validation
0,[0.5446072  0.43306905],validation
0,[0.968909   0.03036197],validation
0,[0.76992744 0.2090694 ],validation
0,[0.92809045 0.07298926],validation
0,[0.58441114 0.138715  ],validation
0,[0.86330473 0.05294291],validation
1,[0.16758431 0.79667073],validation
0,[0.74924654 0.20786141],validation
1,[0.05455918 0.77201736],validation
0,[0.85302734 0.13092071],validation
0,[0.9690314  0.03372052],validation
0,[0.9477122 0.0508751],validation
0,[0.8518455  0.13040279],validation
0,[0.8173645 0.1277596],validation
0,[0.9391622  0.04562642],validation
0,[0.63419306 0.19070269],validation
0,[0.96546817 0.02610645],validation
0,[0.9844103  0.00468904],validation
0,[0.8869236 0.071657 ],validation
0,[0.72928697 0.19227071],validation
0,[0.97207224 0.02118701],validation
0,[0.9103258  0.06146863],validation
0,[0.91453284 0.0527098 ],validation
0,[0.96590346 0.02906371],validation
0,[0.9053276  0.04948763],validation
1,[0.139812   0.83491117],validation
0,[0.9411431  0.04263899],validation
1,[0.29973024 0.7872447 ],validation
1,[0.05877258 0.8795228 ],validation
0,[0.97189754 0.02929043],validation
0,[0.96361315 0.0269315 ],validation
0,[0.9151428  0.05015051],validation
0,[0.94729286 0.03429569],validation
1,[0.0951618 0.8315317],validation
1,[0.06850937 0.81333846],validation
1,[0.41594556 0.51672244],validation
0,[0.9587294  0.06142502],validation
0,[0.95792824 0.05295418],validation
1,[0.04589913 0.9427723 ],validation
0,[0.5281381  0.28388458],validation
0,[0.7919605  0.18834397],validation
1,[0.15092272 0.8251267 ],validation
1,[0.14640985 0.8527822 ],validation
1,[0.28638658 0.73773605],validation
0,[0.9501474  0.04219608],validation
0,[0.9267038  0.05553791],validation
0,[0.91686404 0.03899941],validation
0,[0.86181587 0.08759092],validation
0,[0.9244067  0.06630607],validation
0,[0.91298515 0.06419049],validation
0,[0.99216276 0.00707954],validation
0,[0.9435381  0.03416147],validation
0,[0.95664614 0.02938498],validation
0,[0.9607677  0.02997491],validation
0,[0.916948   0.07151864],validation
0,[0.9521742  0.06250148],validation
0,[0.91665393 0.08742175],validation
0,[0.80757225 0.15025975],validation
0,[0.05704801 0.9289077 ],validation
0,[0.9854118  0.01267627],validation
0,[0.13938609 0.77656454],validation
0,[0.95368665 0.05235545],validation
0,[0.8716518  0.06649375],validation
0,[0.9608935  0.03135866],validation
0,[0.98094165 0.03497524],validation
0,[0.9453655  0.08545007],validation
0,[0.9322146  0.09701359],validation
0,[0.7707667  0.16223033],validation
0,[0.9099197  0.06687368],validation
0,[0.8486699  0.08042584],validation
0,[0.8710603  0.07148394],validation
0,[0.8359013  0.11044508],validation
0,[0.8578841  0.12235269],validation
0,[0.97820663 0.0245208 ],validation
0,[0.8153323  0.18702108],validation
0,[0.909843  0.1081282],validation
0,[0.95713407 0.01223243],validation
0,[0.97240394 0.0123122 ],validation
0,[0.96081096 0.02270555],validation
0,[0.95428306 0.06534559],validation
0,[0.82472706 0.08866468],validation
0,[0.721675   0.12148501],validation
1,[0.17343941 0.79701835],validation
0,[0.98407704 0.00896035],validation
0,[0.9026559  0.03978778],validation
0,[0.95578974 0.03850366],validation
0,[0.95143974 0.04535851],validation
0,[0.8513731  0.14178458],validation
0,[0.9613072  0.04247071],validation
0,[0.9245735  0.03950653],validation
0,[0.90990746 0.07093861],validation
0,[0.959913   0.04560392],validation
0,[0.95943636 0.02646056],validation
0,[0.7780601  0.18726422],validation
0,[0.9841382  0.01562204],validation
0,[0.9495581  0.02042978],validation
0,[0.93545085 0.04297603],validation
0,[0.510803  0.3751868],validation
0,[0.9315427  0.06058595],validation
0,[0.82769114 0.12946755],validation
0,[0.87604743 0.13512304],validation
0,[0.9727026  0.02992846],validation
0,[0.91615194 0.04641423],validation
0,[0.9325774  0.03957622],validation
0,[0.8968776  0.03601556],validation
0,[0.78320915 0.19237752],validation
1,[0.0983885 0.7485674],validation
0,[0.98218256 0.00628983],validation
0,[0.95268893 0.03842553],validation
0,[0.79373145 0.09831154],validation
0,[0.93955594 0.03087333],validation
0,[0.96503633 0.03651533],validation
0,[0.79275167 0.11603135],validation
0,[0.93985444 0.0323702 ],validation
0,[0.6770974  0.12451728],validation
0,[0.96799767 0.02421446],validation
0,[0.77643883 0.13707861],validation
1,[0.06127736 0.90552366],validation
1,[0.05521313 0.94661313],validation
0,[0.83659995 0.03574293],validation
0,[0.96519256 0.02929985],validation
0,[0.85351104 0.08946239],validation
0,[0.97909355 0.02349078],validation
0,[0.71662855 0.24579212],validation
0,[0.9466446  0.05996928],validation
0,[0.748585   0.18160668],validation
0,[0.96951777 0.03896956],validation
0,[0.6923363  0.14962241],validation
0,[0.9469546  0.06870803],validation
0,[0.823372   0.12100648],validation
0,[0.902342   0.08559249],validation
0,[0.82251954 0.11278125],validation
0,[0.9479643  0.06874802],validation
0,[0.9899748  0.02231601],validation
0,[0.8488509  0.09966983],validation
0,[0.8926241  0.04844537],validation
0,[0.919859   0.03620938],validation
0,[0.8298051  0.06530713],validation
0,[0.9513941  0.02871533],validation
0,[0.9461806  0.04575528],validation
0,[0.9512481  0.03556219],validation
0,[0.9767879  0.01828552],validation
0,[0.9714335 0.0190898],validation
0,[0.9575828  0.02097649],validation
0,[0.9620365  0.03837696],validation
0,[0.8004768  0.12510625],validation
0,[0.86637443 0.0765866 ],validation
0,[0.8481204  0.14445591],validation
0,[0.13460301 0.7242997 ],validation
0,[0.9798213  0.02387924],validation
0,[0.9230305  0.08049239],validation
0,[0.44114313 0.24615714],validation
0,[0.8378296  0.11369786],validation
0,[0.64546084 0.41077924],validation
0,[0.9503022  0.05152868],validation
1,[0.05817214 0.9119563 ],validation
1,[0.6235707  0.28892434],validation
0,[0.82573557 0.06155702],validation
0,[0.72791284 0.2200164 ],validation
1,[0.15485178 0.8557462 ],validation
0,[0.87606174 0.13238584],validation
0,[0.9389574  0.02234107],validation
0,[0.7213078 0.4201806],validation
0,[0.22321631 0.68364143],validation
0,[0.96151865 0.0355869 ],validation
0,[0.96300673 0.04387689],validation
0,[0.95321536 0.0366116 ],validation
0,[0.95541394 0.02615979],validation
0,[0.66776997 0.17068136],validation
0,[0.7257102  0.14380576],validation
0,[0.8760489  0.07686201],validation
0,[0.93866944 0.05960276],validation
0,[0.8686988  0.10448194],validation
0,[0.8999847 0.0741588],validation
0,[0.967479   0.03525693],validation
0,[0.85817    0.16963542],validation
0,[0.90607655 0.04600073],validation
0,[0.9608737  0.05549613],validation
0,[0.7231426  0.17886178],validation
0,[0.73340267 0.17264122],validation
0,[0.9481911  0.03722696],validation
0,[0.93815285 0.05555316],validation
0,[0.6680689  0.15039912],validation
0,[0.9670525  0.01608451],validation
0,[0.93223226 0.09084332],validation
0,[0.9550876  0.02272026],validation
0,[0.84370255 0.15955114],validation
0,[0.98581195 0.01441675],validation
0,[0.9677585  0.03458938],validation
0,[0.8716362 0.0528753],validation
0,[0.978302   0.01186815],validation
0,[0.809501   0.17314725],validation
0,[0.8474409 0.1006784],validation
0,[0.9823919  0.01363744],validation
1,[0.15531388 0.6818253 ],validation
0,[0.94634163 0.06789394],validation
0,[0.6875346  0.20009038],validation
0,[0.9673971  0.02544752],validation
0,[0.88261455 0.1373321 ],validation
0,[0.93602234 0.06623137],validation
0,[0.6445986 0.3138722],validation
0,[0.8976539  0.11228737],validation
